,nome,nacionalidade,idade,estrela,time,posicao,comportamento,forca
605,Jogador 605,2,32,False,25,1,4,13
606,Jogador 606,3,19,False,25,1,3,21
607,Jogador 607,1,41,True,25,1,3,31
608,Jogador 608,1,26,False,25,1,1,9
609,Jogador 609,1,20,False,25,1,3,41
610,Jogador 610,2,30,False,25,2,3,41
611,Jogador 611,0,25,False,25,2,1,39
612,Jogador 612,0,25,False,25,2,3,1
613,Jogador 613,2,23,False,25,2,1,46
614,Jogador 614,2,35,False,25,2,4,21
615,Jogador 615,3,44,False,25,2,3,11
616,Jogador 616,0,24,False,25,2,2,33
617,Jogador 617,1,44,False,25,3,2,1
618,Jogador 618,0,28,False,25,3,4,48
619,Jogador 619,3,45,False,25,3,1,28
620,Jogador 620,3,18,False,25,3,4,43
621,Jogador 621,3,26,True,25,3,0,39
622,Jogador 622,3,40,False,25,3,4,21
623,Jogador 623,2,27,False,25,3,4,32
624,Jogador 624,0,37,False,26,0,0,43
625,Jogador 625,1,30,False,26,0,2,39
626,Jogador 626,0,28,False,26,0,2,10
627,Jogador 627,0,34,False,26,1,3,9
628,Jogador 628,1,27,False,26,1,0,22
629,Jogador 629,2,42,False,26,1,4,3
630,Jogador 630,1,37,False,26,1,3,7
631,Jogador 631,3,44,False,26,1,3,50
632,Jogador 632,0,43,False,26,1,1,39
633,Jogador 633,2,30,False,26,1,2,20
634,Jogador 634,3,39,False,26,2,3,1
635,Jogador 635,1,19,False,26,2,2,7
636,Jogador 636,2,40,False,26,2,4,25
637,Jogador 637,3,36,False,26,2,0,8
638,Jogador 638,0,37,False,26,2,3,27
639,Jogador 639,0,25,False,26,2,1,32
640,Jogador 640,2,28,False,26,2,3,5
641,Jogador 641,3,19,False,26,3,0,45
642,Jogador 642,3,35,True,26,3,1,39
643,Jogador 643,3,38,False,26,3,0,46
644,Jogador 644,2,40,False,26,3,0,11
645,Jogador 645,0,31,False,26,3,0,12
646,Jogador 646,0,42,False,26,3,0,10
647,Jogador 647,1,22,False,26,3,2,29
648,Jogador 648,0,38,False,27,0,3,3
649,Jogador 649,3,19,False,27,0,0,46
650,Jogador 650,2,45,False,27,0,0,49
651,Jogador 651,0,21,False,27,1,0,47
652,Jogador 652,2,34,False,27,1,2,26
653,Jogador 653,0,43,False,27,1,2,22
654,Jogador 654,0,31,False,27,1,1,36
655,Jogador 655,0,21,False,27,1,2,34
656,Jogador 656,2,20,False,27,1,1,32
657,Jogador 657,3,32,False,27,1,4,18
658,Jogador 658,3,34,False,27,2,1,13
659,Jogador 659,1,22,False,27,2,1,45
660,Jogador 660,3,45,True,27,2,1,50
661,Jogador 661,2,36,False,27,2,0,9
662,Jogador 662,3,38,False,27,2,3,9
663,Jogador 663,2,21,False,27,2,1,34
664,Jogador 664,3,27,False,27,2,2,4
665,Jogador 665,1,19,False,27,3,2,32
666,Jogador 666,3,40,True,27,3,0,42
667,Jogador 667,0,25,False,27,3,2,45
668,Jogador 668,2,27,False,27,3,4,10
669,Jogador 669,2,40,False,27,3,4,29
670,Jogador 670,1,19,False,27,3,1,36
671,Jogador 671,0,45,False,27,3,3,23
672,Jogador 672,2,45,False,28,0,4,17
673,Jogador 673,1,31,False,28,0,2,43
674,Jogador 674,2,34,False,28,0,3,24
675,Jogador 675,1,33,False,28,1,4,8
676,Jogador 676,1,25,False,28,1,4,21
677,Jogador 677,3,27,False,28,1,2,17
678,Jogador 678,2,23,False,28,1,4,18
679,Jogador 679,2,41,False,28,1,1,9
680,Jogador 680,1,23,True,28,1,4,36
681,Jogador 681,0,21,False,28,1,2,3
682,Jogador 682,1,44,False,28,2,3,46
683,Jogador 683,2,23,False,28,2,1,34
684,Jogador 684,2,35,False,28,2,2,10
685,Jogador 685,0,23,False,28,2,1,26
686,Jogador 686,0,39,False,28,2,1,23
687,Jogador 687,2,39,False,28,2,0,8
688,Jogador 688,0,41,False,28,2,3,22
689,Jogador 689,1,40,False,28,3,0,16
690,Jogador 690,2,34,False,28,3,3,43
691,Jogador 691,3,38,False,28,3,0,27
692,Jogador 692,3,21,False,28,3,3,17
693,Jogador 693,0,32,False,28,3,4,8
694,Jogador 694,0,41,False,28,3,4,11
695,Jogador 695,1,26,False,28,3,4,31
696,Jogador 696,2,33,False,29,0,1,12
697,Jogador 697,2,18,False,29,0,3,6
698,Jogador 698,0,33,False,29,0,2,47
699,Jogador 699,1,29,False,29,1,2,42
700,Jogador 700,1,23,False,29,1,4,33
701,Jogador 701,2,27,False,29,1,2,48
702,Jogador 702,1,25,False,29,1,2,43
703,Jogador 703,2,45,False,29,1,0,22
704,Jogador 704,1,39,False,29,1,1,8
705,Jogador 705,1,45,False,29,1,3,15
706,Jogador 706,2,25,False,29,2,4,2
707,Jogador 707,3,31,False,29,2,0,47
708,Jogador 708,3,44,False,29,2,3,46
709,Jogador 709,2,37,False,29,2,0,27
710,Jogador 710,0,43,False,29,2,0,42
711,Jogador 711,2,21,False,29,2,0,17
712,Jogador 712,0,43,False,29,2,0,21
713,Jogador 713,2,37,False,29,3,3,45
714,Jogador 714,1,37,False,29,3,4,28
715,Jogador 715,2,21,False,29,3,3,30
716,Jogador 716,0,44,False,29,3,4,19
717,Jogador 717,2,43,False,29,3,1,1
718,Jogador 718,1,25,False,29,3,4,10
719,Jogador 719,2,45,False,29,3,4,39
720,Jogador 720,2,45,False,30,0,2,43
721,Jogador 721,2,42,False,30,0,1,44
722,Jogador 722,3,45,False,30,0,4,37
723,Jogador 723,2,38,False,30,1,3,41
724,Jogador 724,1,19,False,30,1,2,13
725,Jogador 725,0,41,False,30,1,3,48
726,Jogador 726,2,26,False,30,1,2,43
727,Jogador 727,1,22,True,30,1,0,30
728,Jogador 728,0,40,False,30,1,1,49
729,Jogador 729,3,25,False,30,1,2,15
730,Jogador 730,1,19,False,30,2,3,9
731,Jogador 731,3,45,False,30,2,2,22
732,Jogador 732,2,37,False,30,2,0,31
733,Jogador 733,0,33,False,30,2,0,47
734,Jogador 734,3,22,False,30,2,3,7
735,Jogador 735,2,41,False,30,2,4,14
736,Jogador 736,3,22,False,30,2,3,22
737,Jogador 737,2,34,False,30,3,1,12
738,Jogador 738,0,28,False,30,3,0,25
739,Jogador 739,2,35,False,30,3,0,37
740,Jogador 740,3,24,False,30,3,0,31
741,Jogador 741,3,25,False,30,3,0,9
742,Jogador 742,3,18,False,30,3,3,27
743,Jogador 743,0,41,False,30,3,0,46
744,Jogador 744,3,30,False,31,0,3,27
745,Jogador 745,2,26,False,31,0,0,28
746,Jogador 746,0,35,False,31,0,0,45
747,Jogador 747,0,39,False,31,1,0,30
748,Jogador 748,2,24,False,31,1,1,18
749,Jogador 749,2,19,False,31,1,0,6
750,Jogador 750,3,32,False,31,1,0,41
751,Jogador 751,2,41,False,31,1,2,20
752,Jogador 752,1,40,False,31,1,4,4
753,Jogador 753,3,36,False,31,1,4,34
754,Jogador 754,1,40,False,31,2,3,24
755,Jogador 755,1,42,False,31,2,0,27
756,Jogador 756,1,40,False,31,2,4,23
757,Jogador 757,2,37,False,31,2,1,31
758,Jogador 758,0,20,False,31,2,4,5
759,Jogador 759,3,40,False,31,2,4,18
760,Jogador 760,1,30,False,31,2,2,2
761,Jogador 761,0,20,False,31,3,0,50
762,Jogador 762,2,25,False,31,3,3,2
763,Jogador 763,3,43,False,31,3,2,29
764,Jogador 764,3,44,False,31,3,4,13
765,Jogador 765,2,20,False,31,3,3,49
766,Jogador 766,1,33,False,31,3,2,17
767,Jogador 767,2,40,False,31,3,1,38
768,Jogador 768,1,36,False,32,0,0,49
769,Jogador 769,0,33,False,32,0,4,20
770,Jogador 770,0,43,False,32,0,4,22
771,Jogador 771,1,43,False,32,1,4,3
772,Jogador 772,2,38,False,32,1,0,15
773,Jogador 773,0,18,False,32,1,4,6
774,Jogador 774,2,40,False,32,1,2,40
775,Jogador 775,2,23,False,32,1,1,17
776,Jogador 776,0,19,False,32,1,3,4
777,Jogador 777,2,23,False,32,1,1,11
778,Jogador 778,1,39,False,32,2,1,34
779,Jogador 779,2,45,False,32,2,1,21
780,Jogador 780,0,24,False,32,2,0,16
781,Jogador 781,0,25,False,32,2,2,29
782,Jogador 782,2,40,False,32,2,2,23
783,Jogador 783,1,44,True,32,2,4,22
784,Jogador 784,0,38,False,32,2,1,30
785,Jogador 785,2,20,False,32,3,1,32
786,Jogador 786,2,45,False,32,3,2,26
787,Jogador 787,1,33,False,32,3,1,28
788,Jogador 788,1,39,False,32,3,1,30
789,Jogador 789,1,32,False,32,3,1,11
790,Jogador 790,2,23,False,32,3,1,35
791,Jogador 791,2,34,False,32,3,2,11
792,Jogador 792,2,26,False,33,0,0,4
793,Jogador 793,3,38,False,33,0,2,44
794,Jogador 794,2,38,False,33,0,3,15
795,Jogador 795,1,43,False,33,1,1,41
796,Jogador 796,0,45,False,33,1,1,7
797,Jogador 797,2,24,False,33,1,2,32
798,Jogador 798,0,28,False,33,1,2,30
799,Jogador 799,1,37,False,33,1,3,17
800,Jogador 800,1,31,False,33,1,3,40
801,Jogador 801,1,42,False,33,1,2,9
802,Jogador 802,3,36,False,33,2,4,26
803,Jogador 803,1,39,False,33,2,0,31
804,Jogador 804,2,18,False,33,2,0,38
805,Jogador 805,0,33,False,33,2,4,49
806,Jogador 806,0,27,False,33,2,0,6
807,Jogador 807,3,22,False,33,2,0,3
808,Jogador 808,1,43,False,33,2,4,37
809,Jogador 809,1,30,False,33,3,3,17
810,Jogador 810,1,36,False,33,3,3,22
811,Jogador 811,3,33,False,33,3,1,20
812,Jogador 812,0,27,False,33,3,4,12
813,Jogador 813,1,38,False,33,3,0,43
814,Jogador 814,2,22,False,33,3,1,21
815,Jogador 815,0,27,False,33,3,0,27
816,Jogador 816,1,20,False,34,0,0,33
817,Jogador 817,2,41,False,34,0,2,23
818,Jogador 818,0,18,False,34,0,0,32
819,Jogador 819,2,31,False,34,1,1,21
820,Jogador 820,3,21,False,34,1,3,1
821,Jogador 821,2,43,False,34,1,4,15
822,Jogador 822,0,36,False,34,1,2,37
823,Jogador 823,2,33,False,34,1,1,3
824,Jogador 824,1,37,False,34,1,3,40
825,Jogador 825,3,38,True,34,1,3,11
826,Jogador 826,0,33,False,34,2,3,18
827,Jogador 827,0,32,False,34,2,1,40
828,Jogador 828,3,18,False,34,2,0,32
829,Jogador 829,2,27,False,34,2,1,8
830,Jogador 830,3,38,False,34,2,1,25
831,Jogador 831,3,41,False,34,2,4,30
832,Jogador 832,2,20,False,34,2,2,22
833,Jogador 833,2,35,False,34,3,0,40
834,Jogador 834,1,41,False,34,3,3,31
835,Jogador 835,1,32,False,34,3,0,16
836,Jogador 836,0,26,False,34,3,0,30
837,Jogador 837,1,19,False,34,3,0,24
838,Jogador 838,2,39,False,34,3,2,8
839,Jogador 839,3,23,False,34,3,2,24
840,Jogador 840,2,25,False,35,0,2,13
841,Jogador 841,3,22,False,35,0,0,36
842,Jogador 842,0,33,False,35,0,0,15
843,Jogador 843,2,25,False,35,1,0,44
844,Jogador 844,3,24,False,35,1,4,32
845,Jogador 845,1,19,False,35,1,2,46
846,Jogador 846,2,28,False,35,1,4,10
847,Jogador 847,2,22,True,35,1,1,25
848,Jogador 848,2,44,True,35,1,4,43
849,Jogador 849,0,21,False,35,1,3,18
850,Jogador 850,2,42,False,35,2,1,40
851,Jogador 851,2,43,False,35,2,2,13
852,Jogador 852,1,28,False,35,2,1,12
853,Jogador 853,0,28,False,35,2,4,19
854,Jogador 854,3,38,False,35,2,1,17
855,Jogador 855,0,41,False,35,2,3,33
856,Jogador 856,2,32,False,35,2,0,46
857,Jogador 857,0,21,False,35,3,3,6
858,Jogador 858,0,35,False,35,3,3,46
859,Jogador 859,2,21,True,35,3,3,36
860,Jogador 860,0,30,False,35,3,0,17
861,Jogador 861,3,35,False,35,3,4,27
862,Jogador 862,2,41,False,35,3,4,29
863,Jogador 863,2,31,False,35,3,0,6
864,Jogador 864,0,38,False,36,0,1,36
865,Jogador 865,2,18,False,36,0,4,31
866,Jogador 866,3,20,False,36,0,2,30
867,Jogador 867,2,34,False,36,1,0,17
868,Jogador 868,3,20,False,36,1,1,36
869,Jogador 869,3,27,False,36,1,4,12
870,Jogador 870,3,41,True,36,1,2,2
871,Jogador 871,1,27,False,36,1,4,8
872,Jogador 872,2,41,False,36,1,2,4
873,Jogador 873,2,21,False,36,1,1,26
874,Jogador 874,2,29,False,36,2,2,9
875,Jogador 875,3,32,False,36,2,3,42
876,Jogador 876,2,32,False,36,2,0,2
877,Jogador 877,2,45,False,36,2,3,49
878,Jogador 878,1,24,False,36,2,2,6
879,Jogador 879,0,33,False,36,2,0,10
880,Jogador 880,1,40,False,36,2,2,9
881,Jogador 881,2,33,False,36,3,0,28
882,Jogador 882,2,38,False,36,3,1,19
883,Jogador 883,3,37,False,36,3,0,43
884,Jogador 884,3,25,False,36,3,2,34
885,Jogador 885,2,18,False,36,3,3,31
886,Jogador 886,0,25,False,36,3,3,2
887,Jogador 887,2,25,False,36,3,2,49
888,Jogador 888,3,43,False,37,0,4,22
889,Jogador 889,3,28,False,37,0,4,24
890,Jogador 890,3,44,False,37,0,3,46
891,Jogador 891,0,35,False,37,1,0,31
892,Jogador 892,2,27,False,37,1,1,46
893,Jogador 893,1,44,False,37,1,0,21
894,Jogador 894,3,43,False,37,1,0,3
895,Jogador 895,2,18,False,37,1,2,38
896,Jogador 896,1,31,False,37,1,4,35
897,Jogador 897,1,18,False,37,1,0,22
898,Jogador 898,1,26,False,37,2,2,3
899,Jogador 899,3,27,False,37,2,1,22
900,Jogador 900,1,21,False,37,2,4,45
901,Jogador 901,1,28,False,37,2,4,5
902,Jogador 902,3,44,False,37,2,0,28
903,Jogador 903,0,37,False,37,2,4,6
904,Jogador 904,3,41,False,37,2,0,50
905,Jogador 905,3,26,False,37,3,1,3
906,Jogador 906,2,18,True,37,3,0,45
907,Jogador 907,0,22,False,37,3,0,30
908,Jogador 908,3,21,True,37,3,4,11
909,Jogador 909,2,31,False,37,3,3,35
910,Jogador 910,2,24,False,37,3,2,9
911,Jogador 911,0,38,False,37,3,1,3
912,Jogador 912,3,27,True,38,0,1,37
913,Jogador 913,3,40,True,38,0,2,8
914,Jogador 914,1,45,False,38,0,2,12
915,Jogador 915,1,32,False,38,1,4,16
916,Jogador 916,0,19,False,38,1,3,39
917,Jogador 917,3,22,False,38,1,4,7
918,Jogador 918,3,37,False,38,1,4,33
919,Jogador 919,2,37,False,38,1,4,39
920,Jogador 920,0,23,False,38,1,3,19
921,Jogador 921,0,24,False,38,1,4,38
922,Jogador 922,1,37,False,38,2,3,44
923,Jogador 923,0,29,False,38,2,1,15
924,Jogador 924,0,27,False,38,2,4,26
925,Jogador 925,1,44,False,38,2,0,2
926,Jogador 926,0,35,False,38,2,0,22
927,Jogador 927,0,34,False,38,2,3,45
928,Jogador 928,2,33,True,38,2,2,15
929,Jogador 929,1,41,False,38,3,4,13
930,Jogador 930,2,18,False,38,3,1,22
931,Jogador 931,3,39,False,38,3,3,12
932,Jogador 932,3,33,False,38,3,2,40
933,Jogador 933,2,43,False,38,3,4,26
934,Jogador 934,3,26,False,38,3,0,28
935,Jogador 935,0,26,False,38,3,3,6
936,Jogador 936,2,40,False,39,0,1,39
937,Jogador 937,1,40,False,39,0,0,26
938,Jogador 938,0,26,False,39,0,1,13
939,Jogador 939,0,28,False,39,1,2,1
940,Jogador 940,2,27,False,39,1,0,6
941,Jogador 941,3,20,False,39,1,3,6
942,Jogador 942,2,36,False,39,1,1,11
943,Jogador 943,3,33,False,39,1,2,22
944,Jogador 944,0,45,False,39,1,4,2
945,Jogador 945,1,19,False,39,1,2,41
946,Jogador 946,3,45,False,39,2,4,17
947,Jogador 947,0,42,False,39,2,4,10
948,Jogador 948,3,23,False,39,2,0,31
949,Jogador 949,1,30,False,39,2,2,36
950,Jogador 950,3,33,False,39,2,4,24
951,Jogador 951,2,32,False,39,2,4,49
952,Jogador 952,2,32,False,39,2,4,12
953,Jogador 953,0,41,False,39,3,1,18
954,Jogador 954,2,18,False,39,3,0,1
955,Jogador 955,2,36,False,39,3,3,15
956,Jogador 956,0,37,False,39,3,0,44
957,Jogador 957,1,35,False,39,3,0,34
958,Jogador 958,2,44,False,39,3,4,37
959,Jogador 959,1,34,False,39,3,1,35
960,Jogador 960,1,27,False,40,0,4,39
961,Jogador 961,0,23,False,40,0,3,36
962,Jogador 962,2,31,False,40,0,3,22
963,Jogador 963,1,22,False,40,1,4,1
964,Jogador 964,2,39,False,40,1,4,39
965,Jogador 965,2,38,False,40,1,1,10
966,Jogador 966,2,25,False,40,1,1,45
967,Jogador 967,3,41,False,40,1,0,41
968,Jogador 968,1,39,False,40,1,3,31
969,Jogador 969,2,34,False,40,1,2,1
970,Jogador 970,2,37,False,40,2,4,22
971,Jogador 971,0,32,False,40,2,2,40
972,Jogador 972,2,31,False,40,2,0,12
973,Jogador 973,1,33,False,40,2,1,30
974,Jogador 974,2,32,False,40,2,2,18
975,Jogador 975,0,40,False,40,2,3,22
976,Jogador 976,0,28,False,40,2,3,36
977,Jogador 977,2,37,False,40,3,1,48
978,Jogador 978,3,20,False,40,3,0,47
979,Jogador 979,0,34,False,40,3,2,25
980,Jogador 980,1,36,False,40,3,1,31
981,Jogador 981,0,39,False,40,3,3,9
982,Jogador 982,0,42,False,40,3,3,49
983,Jogador 983,0,24,False,40,3,2,36
984,Jogador 984,0,37,False,41,0,4,28
985,Jogador 985,2,37,False,41,0,2,10
986,Jogador 986,2,45,False,41,0,3,10
987,Jogador 987,0,44,False,41,1,4,46
988,Jogador 988,3,43,False,41,1,4,23
989,Jogador 989,2,41,False,41,1,1,46
990,Jogador 990,1,44,False,41,1,3,32
991,Jogador 991,0,26,True,41,1,1,32
992,Jogador 992,2,38,False,41,1,2,47
993,Jogador 993,1,41,False,41,1,4,50
994,Jogador 994,1,18,False,41,2,4,32
995,Jogador 995,0,41,False,41,2,4,16
996,Jogador 996,0,41,False,41,2,3,8
997,Jogador 997,0,19,False,41,2,0,48
998,Jogador 998,0,45,False,41,2,4,13
999,Jogador 999,0,34,False,41,2,1,24
1000,Jogador 1000,1,33,False,41,2,3,26
1001,Jogador 1001,1,41,False,41,3,4,24
1002,Jogador 1002,1,20,False,41,3,2,6
1003,Jogador 1003,0,18,False,41,3,4,22
1004,Jogador 1004,3,26,False,41,3,4,15
1005,Jogador 1005,3,42,False,41,3,4,33
1006,Jogador 1006,1,23,False,41,3,1,38
1007,Jogador 1007,2,34,False,41,3,3,20
1008,Jogador 1008,1,42,False,42,0,4,8
1009,Jogador 1009,2,44,False,42,0,4,39
1010,Jogador 1010,3,45,False,42,0,1,42
1011,Jogador 1011,1,34,False,42,1,1,22
1012,Jogador 1012,3,27,True,42,1,0,33
1013,Jogador 1013,2,35,False,42,1,0,25
1014,Jogador 1014,2,26,False,42,1,4,49
1015,Jogador 1015,1,34,False,42,1,4,42
1016,Jogador 1016,0,18,False,42,1,0,13
1017,Jogador 1017,2,40,False,42,1,3,33
1018,Jogador 1018,2,38,False,42,2,3,31
1019,Jogador 1019,2,21,False,42,2,1,25
1020,Jogador 1020,2,24,False,42,2,3,11
1021,Jogador 1021,2,39,False,42,2,0,14
1022,Jogador 1022,0,41,True,42,2,3,46
1023,Jogador 1023,0,43,False,42,2,1,43
1024,Jogador 1024,3,18,False,42,2,4,41
1025,Jogador 1025,0,18,False,42,3,3,19
1026,Jogador 1026,0,33,False,42,3,4,2
1027,Jogador 1027,0,25,False,42,3,3,43
1028,Jogador 1028,0,43,False,42,3,2,5
1029,Jogador 1029,1,31,False,42,3,1,22
1030,Jogador 1030,2,40,False,42,3,2,29
1031,Jogador 1031,1,38,False,42,3,2,6
1032,Jogador 1032,3,42,False,43,0,1,45
1033,Jogador 1033,1,26,False,43,0,4,27
1034,Jogador 1034,1,38,False,43,0,0,30
1035,Jogador 1035,3,45,False,43,1,0,7
1036,Jogador 1036,0,45,False,43,1,4,32
1037,Jogador 1037,0,32,False,43,1,4,13
1038,Jogador 1038,2,19,False,43,1,0,27
1039,Jogador 1039,3,31,False,43,1,3,15
1040,Jogador 1040,1,18,False,43,1,1,23
1041,Jogador 1041,0,33,False,43,1,1,47
1042,Jogador 1042,1,20,False,43,2,2,42
1043,Jogador 1043,3,31,False,43,2,3,39
1044,Jogador 1044,1,39,False,43,2,2,39
1045,Jogador 1045,3,44,False,43,2,4,39
1046,Jogador 1046,2,41,False,43,2,3,12
1047,Jogador 1047,2,26,False,43,2,3,16
1048,Jogador 1048,1,27,False,43,2,0,24
1049,Jogador 1049,1,34,False,43,3,1,13
1050,Jogador 1050,0,30,False,43,3,0,28
1051,Jogador 1051,1,22,False,43,3,3,24
1052,Jogador 1052,1,40,False,43,3,4,28
1053,Jogador 1053,1,36,False,43,3,1,2
1054,Jogador 1054,0,33,True,43,3,3,5
1055,Jogador 1055,0,44,False,43,3,1,34
1056,Jogador 1056,0,29,False,44,0,3,33
1057,Jogador 1057,3,23,False,44,0,2,5
1058,Jogador 1058,3,42,False,44,0,0,36
1059,Jogador 1059,1,19,True,44,1,3,47
1060,Jogador 1060,3,41,False,44,1,3,34
1061,Jogador 1061,0,42,False,44,1,3,12
1062,Jogador 1062,3,40,False,44,1,3,2
1063,Jogador 1063,3,39,False,44,1,4,14
1064,Jogador 1064,1,38,False,44,1,1,38
1065,Jogador 1065,2,45,False,44,1,0,47
1066,Jogador 1066,3,34,False,44,2,2,36
1067,Jogador 1067,2,33,False,44,2,1,18
1068,Jogador 1068,0,20,False,44,2,1,12
1069,Jogador 1069,0,33,False,44,2,1,11
1070,Jogador 1070,3,45,False,44,2,2,43
1071,Jogador 1071,2,35,False,44,2,0,1
1072,Jogador 1072,2,24,False,44,2,3,42
1073,Jogador 1073,3,35,False,44,3,3,44
1074,Jogador 1074,3,39,False,44,3,0,21
1075,Jogador 1075,3,23,False,44,3,0,29
1076,Jogador 1076,0,35,True,44,3,1,34
1077,Jogador 1077,0,36,False,44,3,0,1
1078,Jogador 1078,0,36,False,44,3,4,17
1079,Jogador 1079,3,24,False,44,3,4,18
1080,Jogador 1080,3,25,False,45,0,2,6
1081,Jogador 1081,3,43,False,45,0,2,8
1082,Jogador 1082,2,44,False,45,0,0,41
1083,Jogador 1083,0,19,False,45,1,4,2
1084,Jogador 1084,2,42,False,45,1,0,41
1085,Jogador 1085,3,20,False,45,1,1,19
1086,Jogador 1086,0,18,False,45,1,4,22
1087,Jogador 1087,3,44,False,45,1,2,26
1088,Jogador 1088,2,22,False,45,1,3,38
1089,Jogador 1089,3,41,False,45,1,2,50
1090,Jogador 1090,1,30,False,45,2,3,46
1091,Jogador 1091,3,19,False,45,2,0,1
1092,Jogador 1092,0,19,False,45,2,2,13
1093,Jogador 1093,0,42,False,45,2,1,35
1094,Jogador 1094,1,40,False,45,2,3,49
1095,Jogador 1095,3,29,False,45,2,3,11
1096,Jogador 1096,1,37,False,45,2,3,10
1097,Jogador 1097,0,42,False,45,3,2,47
1098,Jogador 1098,0,31,False,45,3,2,8
1099,Jogador 1099,0,35,False,45,3,2,46
1100,Jogador 1100,3,18,False,45,3,1,30
1101,Jogador 1101,2,40,False,45,3,1,25
1102,Jogador 1102,3,42,False,45,3,1,47
1103,Jogador 1103,2,22,False,45,3,3,17
1104,Jogador 1104,3,24,False,46,0,2,6
1105,Jogador 1105,3,27,False,46,0,1,7
1106,Jogador 1106,3,26,False,46,0,0,32
1107,Jogador 1107,1,21,False,46,1,4,1
1108,Jogador 1108,2,44,False,46,1,4,7
1109,Jogador 1109,2,33,False,46,1,3,26
1110,Jogador 1110,3,31,False,46,1,0,4
1111,Jogador 1111,2,40,False,46,1,2,35
1112,Jogador 1112,0,22,False,46,1,1,13
1113,Jogador 1113,0,31,False,46,1,3,50
1114,Jogador 1114,1,30,False,46,2,2,44
1115,Jogador 1115,3,32,False,46,2,3,33
1116,Jogador 1116,3,31,False,46,2,0,29
1117,Jogador 1117,1,31,False,46,2,1,42
1118,Jogador 1118,1,38,False,46,2,3,24
1119,Jogador 1119,1,28,False,46,2,0,31
1120,Jogador 1120,1,18,False,46,2,0,42
1121,Jogador 1121,1,19,False,46,3,4,13
1122,Jogador 1122,0,21,False,46,3,0,31
1123,Jogador 1123,1,24,False,46,3,0,47
1124,Jogador 1124,1,30,False,46,3,1,6
1125,Jogador 1125,0,36,False,46,3,4,16
1126,Jogador 1126,0,24,False,46,3,1,40
1127,Jogador 1127,1,43,False,46,3,4,49
1128,Jogador 1128,1,36,False,47,0,3,5
1129,Jogador 1129,2,26,False,47,0,4,15
1130,Jogador 1130,1,25,False,47,0,2,21
1131,Jogador 1131,2,34,False,47,1,0,39
1132,Jogador 1132,2,30,False,47,1,1,4
1133,Jogador 1133,0,43,False,47,1,4,22
1134,Jogador 1134,3,37,False,47,1,4,11
1135,Jogador 1135,1,18,False,47,1,1,11
1136,Jogador 1136,2,20,False,47,1,0,47
1137,Jogador 1137,2,24,False,47,1,4,21
1138,Jogador 1138,1,21,False,47,2,3,38
1139,Jogador 1139,2,30,False,47,2,2,7
1140,Jogador 1140,2,23,False,47,2,3,26
1141,Jogador 1141,0,27,False,47,2,4,42
1142,Jogador 1142,1,20,False,47,2,4,41
1143,Jogador 1143,1,37,True,47,2,3,1
1144,Jogador 1144,1,41,False,47,2,2,9
1145,Jogador 1145,0,31,False,47,3,0,33
1146,Jogador 1146,0,23,False,47,3,1,19
1147,Jogador 1147,0,34,False,47,3,4,20
1148,Jogador 1148,0,25,False,47,3,4,46
1149,Jogador 1149,1,38,False,47,3,0,22
1150,Jogador 1150,1,36,False,47,3,3,43
1151,Jogador 1151,3,28,False,47,3,1,30
1152,Jogador 1152,1,23,False,48,0,0,32
1153,Jogador 1153,0,22,False,48,0,4,39
1154,Jogador 1154,3,37,False,48,0,0,32
1155,Jogador 1155,1,27,False,48,1,2,4
1156,Jogador 1156,2,42,False,48,1,3,20
1157,Jogador 1157,2,33,False,48,1,3,13
1158,Jogador 1158,1,32,False,48,1,4,4
1159,Jogador 1159,3,23,False,48,1,2,24
1160,Jogador 1160,2,45,False,48,1,2,11
1161,Jogador 1161,3,22,False,48,1,2,31
1162,Jogador 1162,0,38,False,48,2,1,12
1163,Jogador 1163,1,33,False,48,2,1,3
1164,Jogador 1164,0,37,True,48,2,0,22
1165,Jogador 1165,0,27,False,48,2,2,2
1166,Jogador 1166,3,22,False,48,2,4,13
1167,Jogador 1167,1,33,False,48,2,3,24
1168,Jogador 1168,3,37,False,48,2,1,47
1169,Jogador 1169,3,27,True,48,3,3,50
1170,Jogador 1170,0,39,False,48,3,0,38
1171,Jogador 1171,1,37,False,48,3,4,16
1172,Jogador 1172,0,40,False,48,3,1,13
1173,Jogador 1173,3,27,False,48,3,2,23
1174,Jogador 1174,1,28,False,48,3,1,39
1175,Jogador 1175,0,23,False,48,3,0,35
1176,Jogador 1176,3,45,False,49,0,1,35
1177,Jogador 1177,2,22,False,49,0,0,34
1178,Jogador 1178,0,18,False,49,0,0,13
1179,Jogador 1179,2,26,False,49,1,0,33
1180,Jogador 1180,3,36,False,49,1,3,47
1181,Jogador 1181,3,42,False,49,1,2,11
1182,Jogador 1182,1,44,False,49,1,0,12
1183,Jogador 1183,0,19,False,49,1,0,35
1184,Jogador 1184,3,38,False,49,1,3,47
1185,Jogador 1185,1,20,False,49,1,0,31
1186,Jogador 1186,1,45,False,49,2,1,13
1187,Jogador 1187,3,36,False,49,2,2,41
1188,Jogador 1188,1,34,False,49,2,2,30
1189,Jogador 1189,1,39,False,49,2,0,40
1190,Jogador 1190,2,30,False,49,2,2,22
1191,Jogador 1191,1,45,False,49,2,1,45
1192,Jogador 1192,2,29,False,49,2,2,45
1193,Jogador 1193,2,24,False,49,3,1,19
1194,Jogador 1194,0,39,False,49,3,1,21
